student_name,"skills",years_of_experience,cgpa,projects,label
Sai Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.3,7.53,FPGA Based Design,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",1.3,9.29,FPGA Based Design,1
Vihaan Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",2.3,9.25,Robotics Arm,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",2.3,8.7,Wireless Communication Model,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",1.7,7.5,Robotics Arm,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",3.7,8.29,FPGA Based Design,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",1.1,9.1,Signal Analyzer,1
Aditya Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",3.6,9.39,Robotics Arm,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",2.7,8.6,Smart Home Automation,1
Arjun Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",1.6,8.84,FPGA Based Design,1
Arjun Yadav,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.8,8.58,Signal Analyzer,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, IoT, Verilog",2.1,9.36,Robotics Arm,1
Vikram Kumar,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",1.5,9.22,Image Processing System,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4.2,7.69,IoT Weather Station,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",2.4,9.8,AI Based Fault Detection,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.9,9.73,Robotics Arm,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, IoT, Verilog",2.2,8.93,IoT Weather Station,1
Rohan Iyer,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",4.9,8.05,Robotics Arm,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.1,8.33,Smart Home Automation,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",3.8,9.85,FPGA Based Design,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",4.4,8.62,IoT Weather Station,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",2.2,7.9,FPGA Based Design,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",1.7,7.56,Robotics Arm,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.4,8.31,Smart Home Automation,1
Sai Verma,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.2,9.06,Robotics Arm,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.5,8.73,Image Processing System,1
Arjun Patel,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",3.6,9.93,Smart Home Automation,1
Vikram Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",3.9,9.27,Wireless Communication Model,1
Aarav Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.5,9.19,Signal Analyzer,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",3.1,8.02,Robotics Arm,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, IoT, C Programming",1.4,9.4,Robotics Arm,1
Sai Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",3.1,8.75,Smart Home Automation,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.5,8.23,Wireless Communication Model,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",2.5,8.13,IoT Weather Station,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",2.4,8.57,IoT Weather Station,1
Vikram Patel,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",5,7.73,Signal Analyzer,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.5,7.73,AI Based Fault Detection,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",1.2,8.52,Robotics Arm,1
Vikram Sharma,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",4.9,8.07,Robotics Arm,1
Sai Verma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",3.4,8.56,AI Based Fault Detection,1
Rohan Verma,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.3,8.04,AI Based Fault Detection,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4.3,8.94,IoT Weather Station,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",1.8,9.51,Robotics Arm,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.1,7.75,Image Processing System,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.6,9.55,AI Based Fault Detection,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",3,8.48,FPGA Based Design,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",1.2,8.27,AI Based Fault Detection,1
Sai Patel,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",2.1,8.01,Robotics Arm,1
Sai Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4.6,8.17,FPGA Based Design,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.1,8.94,Image Processing System,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.7,9.26,IoT Weather Station,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4,7.96,Signal Analyzer,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.7,7.77,Smart Home Automation,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",3.1,9.02,IoT Weather Station,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",3.4,9.52,Signal Analyzer,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",2.9,9.02,Signal Analyzer,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",3.8,7.89,FPGA Based Design,1
Rohan Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",3.1,8.05,Signal Analyzer,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.9,7.89,IoT Weather Station,1
Vikram Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",4.4,8.29,Wireless Communication Model,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",2.5,9.41,IoT Weather Station,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3.3,9.43,AI Based Fault Detection,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3.7,7.74,Signal Analyzer,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",4.6,9.74,FPGA Based Design,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",1.1,8.22,Robotics Arm,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",1.9,8.47,Image Processing System,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",3.9,9.41,FPGA Based Design,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",4.6,7.73,Signal Analyzer,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.1,8.18,Signal Analyzer,1
Vihaan Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",4.9,7.63,Wireless Communication Model,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",1.5,8.66,Image Processing System,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",4.4,9.75,Wireless Communication Model,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",3,8.57,FPGA Based Design,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.9,7.78,Smart Home Automation,1
Vihaan Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.8,8.1,FPGA Based Design,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",3.7,8.57,Smart Home Automation,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",3.5,8.99,AI Based Fault Detection,1
Arjun Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",4.9,8.74,FPGA Based Design,1
Vihaan Kumar,"Embedded Systems, Python, Machine Learning, C Programming, IoT",1.4,8.25,Signal Analyzer,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",1.1,9.84,Image Processing System,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",2.2,9.03,Signal Analyzer,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",2.5,9.11,IoT Weather Station,1
Rohan Verma,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.2,7.78,Wireless Communication Model,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.6,8.98,AI Based Fault Detection,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",4.6,7.92,Smart Home Automation,1
Sai Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",1.9,9.35,IoT Weather Station,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",3.9,7.63,Wireless Communication Model,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",2.2,8.64,IoT Weather Station,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",4.5,7.54,FPGA Based Design,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",2.2,9.48,Smart Home Automation,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.6,8.12,AI Based Fault Detection,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.2,8.14,AI Based Fault Detection,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.4,9.13,Smart Home Automation,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",2.4,7.91,Robotics Arm,1
Aditya Patel,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.6,9.56,AI Based Fault Detection,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3.6,8.22,Smart Home Automation,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",2.4,8.85,Image Processing System,1
Vikram Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",2.8,9.14,Robotics Arm,1
Kiran Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",4.9,8.58,AI Based Fault Detection,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",2.5,8.72,IoT Weather Station,1
Sai Patel,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",3.7,7.92,IoT Weather Station,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",2.5,9.23,Wireless Communication Model,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.7,9.81,FPGA Based Design,1
Sai Sharma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.1,7.71,AI Based Fault Detection,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, IoT, Verilog",2.4,9.05,IoT Weather Station,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",3,7.95,Robotics Arm,1
Vikram Iyer,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.9,8.78,Robotics Arm,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, Verilog, IoT",4.2,9.93,Image Processing System,1
Rahul Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.7,9.61,FPGA Based Design,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",2.4,7.88,Smart Home Automation,1
Vihaan Reddy,"Embedded Systems, Python, Machine Learning, C Programming, IoT",2.8,7.65,Smart Home Automation,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",2.5,8.75,AI Based Fault Detection,1
Aarav Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",1.3,8.77,IoT Weather Station,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.2,8.97,Smart Home Automation,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.6,9.84,IoT Weather Station,1
Sai Sharma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",1.7,9.96,Image Processing System,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4.5,9.17,Signal Analyzer,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, IoT, Verilog",1.4,9.97,Image Processing System,1
Aditya Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",4.2,7.71,Wireless Communication Model,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",3.6,9.7,AI Based Fault Detection,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",2.6,8.86,FPGA Based Design,1
Kiran Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.1,8.84,AI Based Fault Detection,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.6,8.41,Image Processing System,1
Krishna Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",1.5,8.49,Signal Analyzer,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",4.2,9.32,IoT Weather Station,1
Arjun Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",1.3,8.16,Wireless Communication Model,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.7,8.06,Image Processing System,1
Aditya Patel,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",2.2,7.52,Robotics Arm,1
Krishna Singh,"Embedded Systems, Python, Machine Learning, Signal Processing, C Programming",4.4,9.35,Image Processing System,1
Rahul Singh,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4.1,7.62,Wireless Communication Model,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",3.4,9.85,IoT Weather Station,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3,7.94,Robotics Arm,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",3.5,7.87,Image Processing System,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",4,7.73,AI Based Fault Detection,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",3.8,9.13,AI Based Fault Detection,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",4.6,9.33,FPGA Based Design,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",3.5,8.29,Signal Analyzer,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.6,8.27,AI Based Fault Detection,1
Kiran Kumar,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",4.3,8.79,AI Based Fault Detection,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, IoT, MATLAB",4,9.47,Smart Home Automation,1
Aditya Kumar,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",2.3,9.88,Image Processing System,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2.5,8.27,Image Processing System,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2.1,7.6,Smart Home Automation,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, C Programming, IoT",2,9.55,Robotics Arm,1
Sai Patel,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",3,7.55,FPGA Based Design,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",3.2,7.58,Smart Home Automation,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",4.5,8.98,Robotics Arm,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.5,9.17,Wireless Communication Model,1
Aarav Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",1.1,7.98,FPGA Based Design,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",3.4,8.47,Signal Analyzer,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",1.8,9.91,FPGA Based Design,1
Sai Verma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4,9.22,Signal Analyzer,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, PCB Design, VLSI Design",4.5,9.35,Robotics Arm,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",1.3,7.53,AI Based Fault Detection,1
Vihaan Naidu,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.2,9.13,Smart Home Automation,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",3.3,9.39,AI Based Fault Detection,1
Sai Sharma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",4.2,8.25,Smart Home Automation,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.1,9.34,Wireless Communication Model,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",1.8,9.94,Robotics Arm,1
Rahul Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.9,9.42,Smart Home Automation,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.5,8.79,Wireless Communication Model,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",3.8,7.53,IoT Weather Station,1
